=======[thaumcraft]=======
WARP | thaumcraft | Warp, Flux and all things bad | 1 | [None] | [None]
DIMENSION_SHARDS | ttinkerer | Dimensional Shards | 1 | [None] | [RESEARCHDUPE, KNOWFRAG, RESEARCHER2, NODEJAR, RESEARCHER1, NODETAPPER2, DECONSTRUCTOR, NODETAPPER1, THAUMONOMICON, NODEPRESERVE, NODESTABILIZER, WANDPEDFOC, VAMPBAT, ROD_bone, FOCUSEXCAVATION, SCEPTRE, ROD_quartz_staff, VISCHARGERELAY, ROD_ice, NODESTABILIZERADV, ROD_reed, ROD_greatwood_staff, ROD_silverwood_staff, FOCUSFROST, VISAMULET, FOCALMANIPULATION, FOCUSFIRE, CAP_gold, ROD_silverwood, VISPOWER, FOCUSPOUCH, CAP_copper, ROD_reed_staff, FOCUSSHOCK, CAP_silver, ROD_quartz, FOCUSWARDING, ROD_obsidian, FOCUSPORTABLEHOLE, CAP_thaumium, ROD_greatwood, ROD_blaze, ROD_bone_staff, ROD_obsidian_staff, FOCUSTRADE, ROD_ice_staff, WANDPED, ROD_blaze_staff, ALUMENTUM, ENTROPICPROCESSING, TRANSIRON, THAUMATORIUM, ALCHEMICALMANUFACTURE, TUBES, TRANSTIN, SANESOAP, TALLOW, PURESILVER, PURETIN, TRANSCOPPER, ESSENTIACRYSTAL, ARCANESPA, CENTRIFUGE, TRANSSILVER, PUREIRON, ALCHEMICALDUPLICATION, JARVOID, NITOR, PUREGOLD, DISTILESSENTIA, TUBEFILTER, PURELEAD, TRANSLEAD, TRANSGOLD, PURECOPPER, JARLABEL, RUNICEMERGENCY, GOGGLES, ELEMENTALPICK, ELEMENTALAXE, INFERNALFURNACE, ELEMENTALSHOVEL, LEVITATOR, WARDEDARCANA, FLUXSCRUB, BOOTSTRAVELLER, RESTABLE, MIRRORESSENTIA, PRIMALARROW, ARCANEEAR, RUNICCHARGED, RUNICHEALING, HOVERHARNESS, MASKGRINNINGDEVIL, ELEMENTALHOE, MIRRORHAND, ARCTABLE, INFUSION, RUNICKINETIC, PAVEWARD, MASKANGRYGHOST, MASKSIPPINGFIEND, ARCANELAMP, BELLOWS, HELMGOGGLES, RUNICARMOR, RUNICAUGMENTATION, SINSTONE, ELEMENTALSWORD, PAVETRAVEL, ARCANEBORE, INFUSIONENCHANTMENT, GOLEMCLAY, UPGRADEWATER, GOLEMTALLOW, GOLEMWOOD, GOLEMFLESH, UPGRADEEARTH, UPGRADEFIRE, UPGRADEENTROPY, COREUSE, TRAVELTRUNK, GOLEMBELL, CORESORTING, GOLEMTHAUMIUM, CORELUMBER, UPGRADEAIR, COREFISHING, COREGATHER, COREHARVEST, COREBUTCHER, COREGUARD, ADVANCEDGOLEM, COREFILL, GOLEMFETTER, GOLEMSTRAW, COREALCHEMY, GOLEMSTONE, GOLEMIRON, CORELIQUID, COREEMPTY, UPGRADEORDER, TTENCH_VALIANCE, TTENCH_SHOCKWAVE, TTENCH_ASCENT_BOOST, TTENCH_DISPERSED, TTENCH_SLOW_FALL, TTENCH_FOCUSED, TTENCH_SHATTER, FOCUS_DISLOCATION, FOCUS_FLIGHT, TTENCH_TUNNEL, FOCUS_HEAL, FOCUS_TELEKINESIS, TTENCH_VAMPIRISM, BLOOD_SWORD, TTENCH_FINAL, BRIGHT_NITOR, TTENCH_QUICK_DRAW, TTENCH_POUNCE, TTENCH_DESINTEGRATE, INFUSED_POTIONS, GAS_REMOVER, TTENCH_AUTO_SMELT, FOCUS_SMELT]
TTENCH_VALIANCE | ttinkerer | Enchantment: Valiance | 2 | [TTENCH_VAMPIRISM] | [None]
FIRE_TERRA | ttinkerer | Elemental Fire: Terra | 2 | [BRIGHT_NITOR] | [None]
TTENCH_SHOCKWAVE | ttinkerer | Enchantment: Shockwave | 2 | [TTENCH_SLOW_FALL] | [None]
ICHOR_TOOLS | ttinkerer | Ichorium Tools | 3 | [ICHORIUM] | [ROD_ICHORCLOTH, RESEARCHDUPE, KNOWFRAG, RESEARCHER2, NODEJAR, RESEARCHER1, NODETAPPER2, DECONSTRUCTOR, NODETAPPER1, THAUMONOMICON, NODEPRESERVE, NODESTABILIZER, WANDPEDFOC, VAMPBAT, ROD_bone, FOCUSEXCAVATION, SCEPTRE, ROD_quartz_staff, VISCHARGERELAY, ROD_ice, NODESTABILIZERADV, ROD_reed, ROD_greatwood_staff, ROD_silverwood_staff, FOCUSFROST, VISAMULET, FOCALMANIPULATION, FOCUSFIRE, CAP_gold, ROD_silverwood, VISPOWER, FOCUSPOUCH, CAP_copper, ROD_reed_staff, FOCUSSHOCK, CAP_silver, ROD_quartz, FOCUSWARDING, ROD_obsidian, FOCUSPORTABLEHOLE, CAP_thaumium, ROD_greatwood, ROD_blaze, ROD_bone_staff, ROD_obsidian_staff, FOCUSTRADE, ROD_ice_staff, WANDPED, ROD_blaze_staff, ALUMENTUM, ENTROPICPROCESSING, TRANSIRON, THAUMATORIUM, ALCHEMICALMANUFACTURE, TUBES, TRANSTIN, SANESOAP, TALLOW, PURESILVER, PURETIN, TRANSCOPPER, ESSENTIACRYSTAL, ARCANESPA, CENTRIFUGE, TRANSSILVER, PUREIRON, ALCHEMICALDUPLICATION, JARVOID, NITOR, PUREGOLD, DISTILESSENTIA, TUBEFILTER, PURELEAD, TRANSLEAD, TRANSGOLD, PURECOPPER, JARLABEL, RUNICEMERGENCY, GOGGLES, ELEMENTALPICK, ELEMENTALAXE, INFERNALFURNACE, ELEMENTALSHOVEL, LEVITATOR, WARDEDARCANA, FLUXSCRUB, BOOTSTRAVELLER, RESTABLE, MIRRORESSENTIA, PRIMALARROW, ARCANEEAR, RUNICCHARGED, RUNICHEALING, HOVERHARNESS, MASKGRINNINGDEVIL, ELEMENTALHOE, MIRRORHAND, ARCTABLE, INFUSION, RUNICKINETIC, PAVEWARD, MASKANGRYGHOST, MASKSIPPINGFIEND, ARCANELAMP, BELLOWS, HELMGOGGLES, RUNICARMOR, RUNICAUGMENTATION, SINSTONE, ELEMENTALSWORD, PAVETRAVEL, ARCANEBORE, INFUSIONENCHANTMENT, GOLEMCLAY, UPGRADEWATER, GOLEMTALLOW, GOLEMWOOD, GOLEMFLESH, UPGRADEEARTH, UPGRADEFIRE, UPGRADEENTROPY, COREUSE, TRAVELTRUNK, GOLEMBELL, CORESORTING, GOLEMTHAUMIUM, CORELUMBER, UPGRADEAIR, COREFISHING, COREGATHER, COREHARVEST, COREBUTCHER, COREGUARD, ADVANCEDGOLEM, COREFILL, GOLEMFETTER, GOLEMSTRAW, COREALCHEMY, GOLEMSTONE, GOLEMIRON, CORELIQUID, COREEMPTY, UPGRADEORDER, TTENCH_VALIANCE, TTENCH_SHOCKWAVE, TTENCH_ASCENT_BOOST, TTENCH_DISPERSED, GASEOUS_SHADOW, TTENCH_SLOW_FALL, TTENCH_FOCUSED, TTENCH_SHATTER, FOCUS_DISLOCATION, FOCUS_FLIGHT, TTENCH_TUNNEL, FOCUS_HEAL, FOCUS_TELEKINESIS, GASEOUS_LIGHT, TTENCH_VAMPIRISM, BLOOD_SWORD, TTENCH_FINAL, CLEANSING_TALISMAN, XP_TALISMAN, BRIGHT_NITOR, TTENCH_QUICK_DRAW, TTENCH_POUNCE, TTENCH_DESINTEGRATE, INFUSED_POTIONS, GAS_REMOVER, TTENCH_AUTO_SMELT, FOCUS_SMELT]
GASEOUS_SHADOW | ttinkerer | Gaseous Tenebrae | 2 | [GASEOUS_LIGHT] | [None]
FOCUS_DEFLECT | ttinkerer | Wand Focus: Distortion | 3 | [FOCUS_SMELT] | [INFUSION]
TTENCH_FOCUSED | ttinkerer | Enchantment: Focused Strikes | 2 | [TTENCH_VAMPIRISM] | [None]
PLATFORM | ttinkerer | Ethereal Platform | 3 | [CLEANSING_TALISMAN] | [None]
REPAIRER | ttinkerer | Thaumic Restorer | 3 | [FUNNEL] | [INFUSION, THAUMIUM, ENCHFABRIC]
INTERFACE | ttinkerer | Transvector Interface | 1 | [DARK_QUARTZ] | [None]
SUMMON | ttinkerer | Mob Summoning | 3 | [BLOOD_SWORD] | [INFUSION]
FOCUS_FLIGHT | ttinkerer | Wand Focus: Uprising | 2 | [FOCUS_SMELT] | [INFUSION]
ICHOR_PICK_GEM | ttinkerer | Awakened Ichorium Pickaxe | 3 | [ICHOR_TOOLS] | [RESEARCHDUPE, KNOWFRAG, RESEARCHER2, NODEJAR, RESEARCHER1, NODETAPPER2, DECONSTRUCTOR, NODETAPPER1, THAUMONOMICON, NODEPRESERVE, NODESTABILIZER, WANDPEDFOC, VAMPBAT, ROD_bone, FOCUSEXCAVATION, SCEPTRE, ROD_quartz_staff, VISCHARGERELAY, ROD_ice, NODESTABILIZERADV, ROD_reed, ROD_greatwood_staff, ROD_silverwood_staff, FOCUSFROST, VISAMULET, FOCALMANIPULATION, FOCUSFIRE, CAP_gold, ROD_silverwood, VISPOWER, FOCUSPOUCH, CAP_copper, ROD_reed_staff, FOCUSSHOCK, CAP_silver, ROD_quartz, FOCUSWARDING, ROD_obsidian, FOCUSPORTABLEHOLE, CAP_thaumium, ROD_greatwood, ROD_blaze, ROD_bone_staff, ROD_obsidian_staff, FOCUSTRADE, ROD_ice_staff, WANDPED, ROD_blaze_staff, ALUMENTUM, ENTROPICPROCESSING, TRANSIRON, THAUMATORIUM, ALCHEMICALMANUFACTURE, TUBES, TRANSTIN, SANESOAP, TALLOW, PURESILVER, PURETIN, TRANSCOPPER, ESSENTIACRYSTAL, ARCANESPA, CENTRIFUGE, TRANSSILVER, PUREIRON, ALCHEMICALDUPLICATION, JARVOID, NITOR, PUREGOLD, DISTILESSENTIA, TUBEFILTER, PURELEAD, TRANSLEAD, TRANSGOLD, PURECOPPER, JARLABEL, RUNICEMERGENCY, GOGGLES, ELEMENTALPICK, ELEMENTALAXE, INFERNALFURNACE, ELEMENTALSHOVEL, LEVITATOR, WARDEDARCANA, FLUXSCRUB, BOOTSTRAVELLER, RESTABLE, MIRRORESSENTIA, PRIMALARROW, ARCANEEAR, RUNICCHARGED, RUNICHEALING, HOVERHARNESS, MASKGRINNINGDEVIL, ELEMENTALHOE, MIRRORHAND, ARCTABLE, INFUSION, RUNICKINETIC, PAVEWARD, MASKANGRYGHOST, MASKSIPPINGFIEND, ARCANELAMP, BELLOWS, HELMGOGGLES, RUNICARMOR, RUNICAUGMENTATION, SINSTONE, ELEMENTALSWORD, PAVETRAVEL, ARCANEBORE, INFUSIONENCHANTMENT, GOLEMCLAY, UPGRADEWATER, GOLEMTALLOW, GOLEMWOOD, GOLEMFLESH, UPGRADEEARTH, UPGRADEFIRE, UPGRADEENTROPY, COREUSE, TRAVELTRUNK, GOLEMBELL, CORESORTING, GOLEMTHAUMIUM, CORELUMBER, UPGRADEAIR, COREFISHING, COREGATHER, COREHARVEST, COREBUTCHER, COREGUARD, ADVANCEDGOLEM, COREFILL, GOLEMFETTER, GOLEMSTRAW, COREALCHEMY, GOLEMSTONE, GOLEMIRON, CORELIQUID, COREEMPTY, UPGRADEORDER, TTENCH_VALIANCE, TTENCH_SHOCKWAVE, TTENCH_ASCENT_BOOST, TTENCH_DISPERSED, TTENCH_SLOW_FALL, TTENCH_FOCUSED, TTENCH_SHATTER, FOCUS_DISLOCATION, FOCUS_FLIGHT, TTENCH_TUNNEL, FOCUS_TELEKINESIS, TTENCH_VAMPIRISM, TTENCH_FINAL, TTENCH_QUICK_DRAW, TTENCH_POUNCE, TTENCH_DESINTEGRATE, INFUSED_POTIONS, TTENCH_AUTO_SMELT, FOCUS_SMELT]
ICHOR_AXE_GEM | ttinkerer | Awakened Ichorium Axe | 3 | [ICHOR_TOOLS] | [RESEARCHDUPE, KNOWFRAG, RESEARCHER2, NODEJAR, RESEARCHER1, NODETAPPER2, DECONSTRUCTOR, NODETAPPER1, THAUMONOMICON, NODEPRESERVE, NODESTABILIZER, WANDPEDFOC, VAMPBAT, ROD_bone, FOCUSEXCAVATION, SCEPTRE, ROD_quartz_staff, VISCHARGERELAY, ROD_ice, NODESTABILIZERADV, ROD_reed, ROD_greatwood_staff, ROD_silverwood_staff, FOCUSFROST, VISAMULET, FOCALMANIPULATION, FOCUSFIRE, CAP_gold, ROD_silverwood, VISPOWER, FOCUSPOUCH, CAP_copper, ROD_reed_staff, FOCUSSHOCK, CAP_silver, ROD_quartz, FOCUSWARDING, ROD_obsidian, FOCUSPORTABLEHOLE, CAP_thaumium, ROD_greatwood, ROD_blaze, ROD_bone_staff, ROD_obsidian_staff, FOCUSTRADE, ROD_ice_staff, WANDPED, ROD_blaze_staff, ALUMENTUM, ENTROPICPROCESSING, TRANSIRON, THAUMATORIUM, ALCHEMICALMANUFACTURE, TUBES, TRANSTIN, SANESOAP, TALLOW, PURESILVER, PURETIN, TRANSCOPPER, ESSENTIACRYSTAL, ARCANESPA, CENTRIFUGE, TRANSSILVER, PUREIRON, ALCHEMICALDUPLICATION, JARVOID, NITOR, PUREGOLD, DISTILESSENTIA, TUBEFILTER, PURELEAD, TRANSLEAD, TRANSGOLD, PURECOPPER, JARLABEL, RUNICEMERGENCY, GOGGLES, ELEMENTALPICK, ELEMENTALAXE, INFERNALFURNACE, ELEMENTALSHOVEL, LEVITATOR, WARDEDARCANA, FLUXSCRUB, BOOTSTRAVELLER, RESTABLE, MIRRORESSENTIA, PRIMALARROW, ARCANEEAR, RUNICCHARGED, RUNICHEALING, HOVERHARNESS, MASKGRINNINGDEVIL, ELEMENTALHOE, MIRRORHAND, ARCTABLE, INFUSION, RUNICKINETIC, PAVEWARD, MASKANGRYGHOST, MASKSIPPINGFIEND, ARCANELAMP, BELLOWS, HELMGOGGLES, RUNICARMOR, RUNICAUGMENTATION, SINSTONE, ELEMENTALSWORD, PAVETRAVEL, ARCANEBORE, INFUSIONENCHANTMENT, GOLEMCLAY, UPGRADEWATER, GOLEMTALLOW, GOLEMWOOD, GOLEMFLESH, UPGRADEEARTH, UPGRADEFIRE, UPGRADEENTROPY, COREUSE, TRAVELTRUNK, GOLEMBELL, CORESORTING, GOLEMTHAUMIUM, CORELUMBER, UPGRADEAIR, COREFISHING, COREGATHER, COREHARVEST, COREBUTCHER, COREGUARD, ADVANCEDGOLEM, COREFILL, GOLEMFETTER, GOLEMSTRAW, COREALCHEMY, GOLEMSTONE, GOLEMIRON, CORELIQUID, COREEMPTY, UPGRADEORDER, TTENCH_VALIANCE, TTENCH_SHOCKWAVE, TTENCH_ASCENT_BOOST, TTENCH_DISPERSED, GASEOUS_SHADOW, TTENCH_SLOW_FALL, TTENCH_FOCUSED, TTENCH_SHATTER, FOCUS_DISLOCATION, FOCUS_FLIGHT, TTENCH_TUNNEL, FOCUS_HEAL, FOCUS_TELEKINESIS, GASEOUS_LIGHT, TTENCH_VAMPIRISM, BLOOD_SWORD, TTENCH_FINAL, XP_TALISMAN, BRIGHT_NITOR, TTENCH_QUICK_DRAW, TTENCH_POUNCE, TTENCH_DESINTEGRATE, INFUSED_POTIONS, GAS_REMOVER, TTENCH_AUTO_SMELT, FOCUS_SMELT]
FOCUS_RECALL | ttinkerer | Wand Focus: Celestial Recall | 3 | [WARP_GATE] | [ROD_ICHORCLOTH, RESEARCHDUPE, KNOWFRAG, RESEARCHER2, NODEJAR, RESEARCHER1, NODETAPPER2, DECONSTRUCTOR, NODETAPPER1, THAUMONOMICON, NODEPRESERVE, NODESTABILIZER, WANDPEDFOC, VAMPBAT, ROD_bone, FOCUSEXCAVATION, SCEPTRE, ROD_quartz_staff, VISCHARGERELAY, ROD_ice, NODESTABILIZERADV, ROD_reed, ROD_greatwood_staff, ROD_silverwood_staff, FOCUSFROST, VISAMULET, FOCALMANIPULATION, FOCUSFIRE, CAP_gold, ROD_silverwood, VISPOWER, FOCUSPOUCH, CAP_copper, ROD_reed_staff, FOCUSSHOCK, CAP_silver, ROD_quartz, FOCUSWARDING, ROD_obsidian, FOCUSPORTABLEHOLE, CAP_thaumium, ROD_greatwood, ROD_blaze, ROD_bone_staff, ROD_obsidian_staff, FOCUSTRADE, ROD_ice_staff, WANDPED, ROD_blaze_staff, ALUMENTUM, ENTROPICPROCESSING, TRANSIRON, THAUMATORIUM, ALCHEMICALMANUFACTURE, TUBES, TRANSTIN, SANESOAP, TALLOW, PURESILVER, PURETIN, TRANSCOPPER, ESSENTIACRYSTAL, ARCANESPA, CENTRIFUGE, TRANSSILVER, PUREIRON, ALCHEMICALDUPLICATION, JARVOID, NITOR, PUREGOLD, DISTILESSENTIA, TUBEFILTER, PURELEAD, TRANSLEAD, TRANSGOLD, PURECOPPER, JARLABEL, RUNICEMERGENCY, GOGGLES, ELEMENTALPICK, ELEMENTALAXE, INFERNALFURNACE, ELEMENTALSHOVEL, LEVITATOR, WARDEDARCANA, FLUXSCRUB, BOOTSTRAVELLER, RESTABLE, MIRRORESSENTIA, PRIMALARROW, ARCANEEAR, RUNICCHARGED, RUNICHEALING, HOVERHARNESS, MASKGRINNINGDEVIL, ELEMENTALHOE, MIRRORHAND, ARCTABLE, INFUSION, RUNICKINETIC, PAVEWARD, MASKANGRYGHOST, MASKSIPPINGFIEND, ARCANELAMP, BELLOWS, HELMGOGGLES, RUNICARMOR, RUNICAUGMENTATION, SINSTONE, ELEMENTALSWORD, PAVETRAVEL, ARCANEBORE, INFUSIONENCHANTMENT, GOLEMCLAY, UPGRADEWATER, GOLEMTALLOW, GOLEMWOOD, GOLEMFLESH, UPGRADEEARTH, UPGRADEFIRE, UPGRADEENTROPY, COREUSE, TRAVELTRUNK, GOLEMBELL, CORESORTING, GOLEMTHAUMIUM, CORELUMBER, UPGRADEAIR, COREFISHING, COREGATHER, COREHARVEST, COREBUTCHER, COREGUARD, ADVANCEDGOLEM, COREFILL, GOLEMFETTER, GOLEMSTRAW, COREALCHEMY, GOLEMSTONE, GOLEMIRON, CORELIQUID, COREEMPTY, UPGRADEORDER, TTENCH_VALIANCE, TTENCH_SHOCKWAVE, TTENCH_ASCENT_BOOST, TTENCH_DISPERSED, GASEOUS_SHADOW, TTENCH_SLOW_FALL, TTENCH_FOCUSED, TTENCH_SHATTER, FOCUS_DISLOCATION, FOCUS_FLIGHT, TTENCH_TUNNEL, FOCUS_HEAL, FOCUS_TELEKINESIS, GASEOUS_LIGHT, TTENCH_VAMPIRISM, BLOOD_SWORD, TTENCH_FINAL, CLEANSING_TALISMAN, REVEALING_HELM, XP_TALISMAN, BRIGHT_NITOR, TTENCH_QUICK_DRAW, TTENCH_POUNCE, TTENCH_DESINTEGRATE, INFUSED_POTIONS, GAS_REMOVER, TTENCH_AUTO_SMELT, FOCUS_SMELT]
FOCUS_HEAL | ttinkerer | Wand Focus: Mending | 2 | [FOCUS_DEFLECT] | [INFUSION]
BLOCK_TALISMAN | ttinkerer | Black Hole Ring | 3 | [ICHOR_PICK_GEM, ICHOR_SHOVEL_GEM] | [RESEARCHDUPE, KNOWFRAG, RESEARCHER2, NODEJAR, RESEARCHER1, NODETAPPER2, DECONSTRUCTOR, NODETAPPER1, THAUMONOMICON, NODEPRESERVE, NODESTABILIZER, WANDPEDFOC, VAMPBAT, ROD_bone, FOCUSEXCAVATION, SCEPTRE, ROD_quartz_staff, VISCHARGERELAY, ROD_ice, NODESTABILIZERADV, ROD_reed, ROD_greatwood_staff, ROD_silverwood_staff, FOCUSFROST, VISAMULET, FOCALMANIPULATION, FOCUSFIRE, CAP_gold, ROD_silverwood, VISPOWER, FOCUSPOUCH, CAP_copper, ROD_reed_staff, FOCUSSHOCK, CAP_silver, ROD_quartz, FOCUSWARDING, ROD_obsidian, FOCUSPORTABLEHOLE, CAP_thaumium, ROD_greatwood, ROD_blaze, ROD_bone_staff, ROD_obsidian_staff, FOCUSTRADE, ROD_ice_staff, WANDPED, ROD_blaze_staff, ALUMENTUM, ENTROPICPROCESSING, TRANSIRON, THAUMATORIUM, ALCHEMICALMANUFACTURE, TUBES, TRANSTIN, SANESOAP, TALLOW, PURESILVER, PURETIN, TRANSCOPPER, ESSENTIACRYSTAL, ARCANESPA, CENTRIFUGE, TRANSSILVER, PUREIRON, ALCHEMICALDUPLICATION, JARVOID, NITOR, PUREGOLD, DISTILESSENTIA, TUBEFILTER, PURELEAD, TRANSLEAD, TRANSGOLD, PURECOPPER, JARLABEL, RUNICEMERGENCY, GOGGLES, ELEMENTALPICK, ELEMENTALAXE, INFERNALFURNACE, ELEMENTALSHOVEL, LEVITATOR, WARDEDARCANA, FLUXSCRUB, BOOTSTRAVELLER, RESTABLE, MIRRORESSENTIA, PRIMALARROW, ARCANEEAR, RUNICCHARGED, RUNICHEALING, HOVERHARNESS, MASKGRINNINGDEVIL, ELEMENTALHOE, MIRRORHAND, ARCTABLE, INFUSION, RUNICKINETIC, PAVEWARD, MASKANGRYGHOST, MASKSIPPINGFIEND, ARCANELAMP, BELLOWS, HELMGOGGLES, RUNICARMOR, RUNICAUGMENTATION, SINSTONE, ELEMENTALSWORD, PAVETRAVEL, ARCANEBORE, INFUSIONENCHANTMENT, GOLEMCLAY, UPGRADEWATER, GOLEMTALLOW, GOLEMWOOD, GOLEMFLESH, UPGRADEEARTH, UPGRADEFIRE, UPGRADEENTROPY, COREUSE, TRAVELTRUNK, GOLEMBELL, CORESORTING, GOLEMTHAUMIUM, CORELUMBER, UPGRADEAIR, COREFISHING, COREGATHER, COREHARVEST, COREBUTCHER, COREGUARD, ADVANCEDGOLEM, COREFILL, GOLEMFETTER, GOLEMSTRAW, COREALCHEMY, GOLEMSTONE, GOLEMIRON, CORELIQUID, COREEMPTY, UPGRADEORDER, TTENCH_VALIANCE, TTENCH_SHOCKWAVE, TTENCH_ASCENT_BOOST, TTENCH_DISPERSED, GASEOUS_SHADOW, TTENCH_SLOW_FALL, TTENCH_FOCUSED, TTENCH_SHATTER, FOCUS_DISLOCATION, FOCUS_FLIGHT, TTENCH_TUNNEL, FOCUS_HEAL, FOCUS_TELEKINESIS, GASEOUS_LIGHT, TTENCH_VAMPIRISM, BLOOD_SWORD, TTENCH_FINAL, CLEANSING_TALISMAN, XP_TALISMAN, BRIGHT_NITOR, TTENCH_QUICK_DRAW, TTENCH_POUNCE, TTENCH_DESINTEGRATE, INFUSED_POTIONS, GAS_REMOVER, TTENCH_AUTO_SMELT, FOCUS_SMELT]
MAGNETS | ttinkerer | Kinetic Attraction | 3 | [INTERFACE] | [FOCUS_TELEKINESIS]
FOCUS_TELEKINESIS | ttinkerer | Wand Focus: Telekinesis | 2 | [FOCUS_FLIGHT] | [INFUSION]
TTENCH_VAMPIRISM | ttinkerer | Enchantment: Vampirism | 2 | [ENCHANTER] | [None]
ICHORCLOTH_BOOTS_GEM | ttinkerer | Boots of the Horizontal Shield | 3 | [ICHORCLOTH_ARMOR] | [RESEARCHDUPE, KNOWFRAG, RESEARCHER2, NODEJAR, RESEARCHER1, NODETAPPER2, DECONSTRUCTOR, NODETAPPER1, THAUMONOMICON, NODEPRESERVE, NODESTABILIZER, WANDPEDFOC, VAMPBAT, ROD_bone, FOCUSEXCAVATION, SCEPTRE, ROD_quartz_staff, VISCHARGERELAY, ROD_ice, NODESTABILIZERADV, ROD_reed, ROD_greatwood_staff, ROD_silverwood_staff, FOCUSFROST, VISAMULET, FOCALMANIPULATION, FOCUSFIRE, CAP_gold, ROD_silverwood, VISPOWER, FOCUSPOUCH, CAP_copper, ROD_reed_staff, FOCUSSHOCK, CAP_silver, ROD_quartz, FOCUSWARDING, ROD_obsidian, FOCUSPORTABLEHOLE, CAP_thaumium, ROD_greatwood, ROD_blaze, ROD_bone_staff, ROD_obsidian_staff, FOCUSTRADE, ROD_ice_staff, WANDPED, ROD_blaze_staff, ALUMENTUM, ENTROPICPROCESSING, TRANSIRON, THAUMATORIUM, ALCHEMICALMANUFACTURE, TUBES, TRANSTIN, SANESOAP, TALLOW, PURESILVER, PURETIN, TRANSCOPPER, ESSENTIACRYSTAL, ARCANESPA, CENTRIFUGE, TRANSSILVER, PUREIRON, ALCHEMICALDUPLICATION, JARVOID, NITOR, PUREGOLD, DISTILESSENTIA, TUBEFILTER, PURELEAD, TRANSLEAD, TRANSGOLD, PURECOPPER, JARLABEL, RUNICEMERGENCY, GOGGLES, ELEMENTALPICK, ELEMENTALAXE, INFERNALFURNACE, ELEMENTALSHOVEL, LEVITATOR, WARDEDARCANA, FLUXSCRUB, BOOTSTRAVELLER, RESTABLE, MIRRORESSENTIA, PRIMALARROW, ARCANEEAR, RUNICCHARGED, RUNICHEALING, HOVERHARNESS, MASKGRINNINGDEVIL, ELEMENTALHOE, MIRRORHAND, ARCTABLE, INFUSION, RUNICKINETIC, PAVEWARD, MASKANGRYGHOST, MASKSIPPINGFIEND, ARCANELAMP, BELLOWS, HELMGOGGLES, RUNICARMOR, RUNICAUGMENTATION, SINSTONE, ELEMENTALSWORD, PAVETRAVEL, ARCANEBORE, INFUSIONENCHANTMENT, GOLEMCLAY, UPGRADEWATER, GOLEMTALLOW, GOLEMWOOD, GOLEMFLESH, UPGRADEEARTH, UPGRADEFIRE, UPGRADEENTROPY, COREUSE, TRAVELTRUNK, GOLEMBELL, CORESORTING, GOLEMTHAUMIUM, CORELUMBER, UPGRADEAIR, COREFISHING, COREGATHER, COREHARVEST, COREBUTCHER, COREGUARD, ADVANCEDGOLEM, COREFILL, GOLEMFETTER, GOLEMSTRAW, COREALCHEMY, GOLEMSTONE, GOLEMIRON, CORELIQUID, COREEMPTY, UPGRADEORDER, TTENCH_VALIANCE, TTENCH_SHOCKWAVE, GASEOUS_SHADOW, TTENCH_FOCUSED, FOCUS_FLIGHT, FOCUS_HEAL, FOCUS_TELEKINESIS, TTENCH_VAMPIRISM, CLEANSING_TALISMAN, XP_TALISMAN, TTENCH_QUICK_DRAW, TTENCH_POUNCE, TTENCH_DESINTEGRATE, TTENCH_ASCENT_BOOST, TTENCH_DISPERSED, TTENCH_SLOW_FALL, TTENCH_SHATTER, FOCUS_DISLOCATION, TTENCH_TUNNEL, GASEOUS_LIGHT, BLOOD_SWORD, TTENCH_FINAL, REVEALING_HELM, BRIGHT_NITOR, INFUSED_POTIONS, GAS_REMOVER, TTENCH_AUTO_SMELT, FOCUS_SMELT]
CLEANSING_TALISMAN | ttinkerer | Talisman of Remedium | 3 | [DARK_QUARTZ] | [INFUSION]
SPELL_CLOTH | ttinkerer | Spellbinding Cloth | 2 | [None] | [ENCHFABRIC]
